Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole
58,No,Rarely,1094,Maintenance,27,4,Dairy Science,1,512,4,Male,122,4,3,Farm Liaison Officer,3,Married,65056,7438,0,Yes,12,1,4,0,5,2,2,18,4,8,4,0.6201415456491128,0.3
58,No,Rarely,925,Quality Control,43,3,Biotechnology,1,513,1,Female,55,1,2,Cheese Production Technician,2,Married,108279,17735,5,Yes,24,2,4,2,10,1,3,3,18,0,3,0.3515296043027341,0.5
33,No,Frequently,656,Farm Operations,32,4,Mechanical Engineering,1,514,3,Male,138,3,4,Logistics & Supply Chain Coordinator,4,Single,117507,12856,6,Yes,24,4,4,2,28,3,2,12,9,14,4,0.6436893053984694,0.35
50,No,Non-Travel,1462,Maintenance,33,4,Dairy Science,1,515,1,Male,68,2,2,Cold Storage Supervisor,4,Married,24861,2473,0,No,14,4,4,0,4,4,4,14,19,2,18,0.2197519985164581,0.4
24,No,Frequently,852,Farm Operations,28,2,Food Technology,1,516,4,Female,129,1,1,Farm Liaison Officer,1,Single,56126,2058,8,No,17,4,1,1,6,0,3,8,11,11,12,0.4388273379858563,0.3
54,No,Rarely,871,Logistics,42,3,Food Technology,1,517,1,Female,134,2,3,Cold Storage Supervisor,3,Married,100382,4636,6,No,23,2,1,2,21,5,1,2,7,2,15,0.7232618277232545,0.4
42,No,Frequently,694,Logistics,41,4,Biotechnology,1,518,1,Female,115,4,4,Dairy Lab Technician,4,Married,111713,16834,0,No,22,3,2,2,3,0,3,1,2,6,11,0.765584494379898,0.55
48,No,Rarely,1268,Logistics,36,4,Mechanical Engineering,1,519,1,Male,59,2,1,Dairy Lab Technician,1,Divorced,53682,17577,2,Yes,13,3,4,1,31,2,1,15,18,10,8,0.3770435893197776,0.55
30,No,Frequently,1470,Logistics,6,2,Dairy Science,1,520,3,Female,65,2,1,Maintenance Engineer,4,Married,38228,9296,4,No,16,4,4,1,18,1,2,17,10,10,15,0.5775866228959905,0.6
37,No,Non-Travel,796,Production,16,2,Dairy Science,1,521,4,Female,86,3,3,Maintenance Engineer,4,Single,44009,14670,3,No,16,2,2,0,32,4,1,17,7,4,13,0.5699450227823826,0.6
31,No,Frequently,649,Maintenance,34,1,Food Technology,1,522,4,Male,128,1,4,Dairy Lab Technician,4,Divorced,20094,11725,1,Yes,11,2,2,2,0,4,1,5,12,3,0,0.4950192324637463,0.55
28,No,Non-Travel,684,Maintenance,23,4,Biotechnology,1,523,3,Female,126,2,3,Farm Liaison Officer,1,Single,100636,4674,0,No,23,4,3,2,7,0,1,17,9,1,19,0.359903087927085,0.3
29,Yes,Rarely,845,Logistics,42,1,Food Technology,1,524,1,Female,126,2,3,Logistics & Supply Chain Coordinator,2,Divorced,72221,17796,3,No,17,1,2,0,31,2,1,10,17,6,3,0.6922597632601409,0.35
36,No,Frequently,819,Production,24,4,Food Technology,1,525,1,Female,81,4,2,Milk Processing Operator,4,Single,118453,13065,6,No,19,4,2,0,29,0,4,6,11,2,8,0.3766531772218637,0.45
57,Yes,Non-Travel,1241,Logistics,49,1,Biotechnology,1,526,2,Male,96,4,2,Milk Processing Operator,4,Divorced,37430,13026,3,No,21,2,2,2,27,0,1,22,6,6,18,0.8377180160096309,0.45
26,No,Rarely,861,Production,13,2,Mechanical Engineering,1,527,2,Male,121,2,3,Cheese Production Technician,2,Single,55571,4076,8,Yes,19,1,3,2,31,1,3,22,10,9,13,0.5699509037829518,0.5
32,No,Non-Travel,957,Logistics,18,3,Dairy Science,1,528,2,Male,92,1,2,Logistics & Supply Chain Coordinator,4,Single,74486,6787,7,Yes,24,3,1,1,24,2,4,13,9,11,11,0.8093348361174353,0.35
59,No,Rarely,488,Quality Control,13,2,Mechanical Engineering,1,529,3,Female,131,2,1,Cold Storage Supervisor,3,Married,110510,9494,7,Yes,23,1,3,1,33,1,1,28,2,6,3,0.4035199045629147,0.4
28,No,Frequently,920,Quality Control,49,1,Logistics,1,530,4,Male,85,2,3,Milk Processing Operator,4,Divorced,116665,4581,4,Yes,18,3,1,2,32,2,1,17,6,10,6,0.7649554093811124,0.45
46,Yes,Non-Travel,837,Farm Operations,37,1,Logistics,1,531,2,Female,75,3,4,Cold Storage Supervisor,3,Divorced,82294,17600,0,Yes,15,2,2,2,12,4,1,6,3,1,16,0.2795645094299948,0.4
21,No,Frequently,434,Logistics,43,3,Logistics,1,532,4,Female,59,1,4,Cold Storage Supervisor,2,Married,40860,16333,8,No,23,4,3,1,24,3,4,9,7,6,0,0.7367812394051754,0.4
24,No,Rarely,615,Maintenance,39,4,Biotechnology,1,533,4,Female,80,3,1,Cold Storage Supervisor,1,Single,92812,12404,1,Yes,14,4,3,0,39,5,1,7,7,5,13,0.4708620949477115,0.4
48,No,Frequently,1137,Farm Operations,42,1,Food Technology,1,534,4,Male,146,1,4,Milk Processing Operator,2,Single,86087,13166,5,No,10,4,1,0,38,3,1,23,5,9,14,0.5289930621730108,0.45
56,No,Frequently,698,Quality Control,17,1,Mechanical Engineering,1,535,3,Male,78,1,4,Farm Liaison Officer,4,Divorced,28486,2932,9,No,10,4,3,2,9,2,1,13,12,3,11,0.3167651241817009,0.3
57,No,Non-Travel,1173,Logistics,15,1,Dairy Science,1,536,3,Female,54,1,3,Dairy Quality Analyst,3,Single,103063,10748,4,No,18,4,3,2,30,3,2,17,11,10,11,0.2130393819670746,0.55
38,No,Rarely,833,Farm Operations,18,3,Logistics,1,537,3,Female,126,3,1,Cold Storage Supervisor,1,Divorced,69607,17577,9,No,23,2,4,1,10,0,3,4,2,4,5,0.666338245189797,0.4
27,No,Rarely,1219,Logistics,23,2,Mechanical Engineering,1,538,3,Male,50,3,3,Logistics & Supply Chain Coordinator,4,Divorced,29745,17015,7,No,13,2,1,2,24,4,1,13,5,11,12,0.6114027983802928,0.35
20,No,Frequently,314,Quality Control,30,1,Logistics,1,539,2,Male,136,3,1,Packaging Machine Operator,1,Single,98533,18108,2,No,10,4,3,0,33,5,3,21,18,7,15,0.6356997064487602,0.4
41,No,Rarely,1131,Farm Operations,34,3,Logistics,1,540,1,Male,52,4,3,Maintenance Engineer,1,Single,38330,3104,5,No,20,1,3,1,19,5,2,24,10,4,13,0.3785012306188439,0.6
36,No,Frequently,873,Quality Control,4,1,Dairy Science,1,541,1,Female,116,3,3,Logistics & Supply Chain Coordinator,4,Single,60078,19654,5,No,19,4,2,1,6,5,2,21,3,2,6,0.3674942240181742,0.35
26,No,Frequently,1457,Production,3,4,Biotechnology,1,542,1,Male,120,4,2,Dairy Lab Technician,2,Married,75332,14936,9,No,21,3,4,0,32,4,1,25,14,1,15,0.7812074178884734,0.55
44,No,Non-Travel,1234,Quality Control,7,3,Food Technology,1,543,2,Male,149,4,4,Milk Processing Operator,4,Divorced,74532,11601,2,Yes,12,3,4,0,34,3,3,21,1,5,8,0.7328769268152631,0.45
23,No,Frequently,405,Logistics,18,1,Biotechnology,1,544,1,Male,84,4,1,Packaging Machine Operator,4,Single,110365,5646,6,No,15,3,2,1,28,5,4,9,14,5,13,0.4357530810889524,0.4
55,No,Frequently,446,Maintenance,42,3,Mechanical Engineering,1,545,2,Female,64,2,4,Maintenance Engineer,2,Married,63336,16960,3,No,23,3,2,2,11,5,1,25,16,6,6,0.6464640011829763,0.6
25,No,Rarely,957,Quality Control,7,1,Biotechnology,1,546,2,Male,116,2,2,Logistics & Supply Chain Coordinator,3,Single,28070,16878,4,No,20,4,2,0,4,2,4,14,1,7,11,0.7797050029181698,0.35
50,No,Rarely,1350,Maintenance,40,2,Mechanical Engineering,1,547,2,Female,142,2,1,Packaging Machine Operator,4,Divorced,21320,11145,8,Yes,22,3,2,1,11,0,2,5,6,3,2,0.8221806095525641,0.4
38,Yes,Rarely,346,Production,6,1,Mechanical Engineering,1,548,1,Female,79,4,2,Dairy Quality Analyst,1,Married,109043,4802,5,No,22,1,4,2,28,2,2,8,15,11,13,0.2040643826364698,0.55
58,No,Rarely,317,Farm Operations,22,3,Food Technology,1,549,4,Female,131,4,4,Milk Processing Operator,4,Divorced,58921,18365,9,No,20,4,3,2,34,3,3,9,4,7,18,0.7694236751943069,0.45
46,No,Frequently,611,Farm Operations,1,4,Dairy Science,1,550,1,Male,124,1,3,Farm Liaison Officer,4,Single,26589,8105,3,Yes,17,3,3,1,19,4,4,22,15,11,10,0.445274633972848,0.3
29,No,Frequently,562,Maintenance,4,4,Food Technology,1,551,1,Male,92,4,2,Cheese Production Technician,1,Single,84409,4749,7,No,22,4,2,0,36,4,4,16,18,0,4,0.7028647993433237,0.5
45,No,Frequently,336,Farm Operations,46,4,Biotechnology,1,552,3,Male,109,2,2,Dairy Quality Analyst,2,Single,112995,18974,8,No,19,4,1,2,0,2,1,0,1,5,12,0.4599809552199997,0.55
38,No,Non-Travel,1398,Quality Control,49,1,Mechanical Engineering,1,553,2,Female,89,4,3,Dairy Lab Technician,3,Married,35589,19752,9,No,11,4,2,0,15,1,3,13,14,5,9,0.6243743607558104,0.55
58,No,Non-Travel,1157,Maintenance,43,2,Logistics,1,554,4,Male,114,4,4,Farm Liaison Officer,3,Married,56375,12181,4,No,17,2,3,1,29,2,3,3,3,2,6,0.652747708004213,0.3
22,No,Non-Travel,218,Logistics,29,1,Logistics,1,555,3,Female,78,1,2,Dairy Quality Analyst,1,Married,63085,3361,1,No,23,3,1,0,8,1,4,27,1,8,16,0.4834949396413582,0.55
32,No,Frequently,394,Quality Control,21,4,Mechanical Engineering,1,556,4,Male,123,4,4,Maintenance Engineer,2,Married,80840,5773,5,No,22,2,2,2,9,2,2,1,9,11,15,0.5589497317964214,0.6
47,No,Frequently,529,Quality Control,26,3,Food Technology,1,557,4,Male,141,3,3,Packaging Machine Operator,4,Single,63200,15495,7,Yes,10,1,1,1,12,1,3,2,4,11,7,0.7084193603434179,0.4
39,No,Rarely,374,Quality Control,14,4,Dairy Science,1,558,2,Male,144,1,1,Milk Processing Operator,4,Single,118704,4064,4,No,20,1,2,2,19,1,2,27,17,4,16,0.5334136880864035,0.45
47,No,Rarely,1201,Logistics,9,3,Food Technology,1,559,1,Male,68,4,2,Packaging Machine Operator,4,Single,46732,7616,0,No,11,2,4,2,28,5,1,6,3,14,12,0.2097863395596166,0.4
27,No,Rarely,648,Production,47,2,Mechanical Engineering,1,560,2,Female,52,4,4,Cold Storage Supervisor,4,Married,117047,9975,7,No,17,3,3,1,3,5,3,29,0,0,10,0.209032937898261,0.4
58,No,Non-Travel,1145,Farm Operations,12,3,Mechanical Engineering,1,561,2,Female,85,1,3,Logistics & Supply Chain Coordinator,4,Married,42426,12960,8,No,16,4,2,1,27,1,3,22,17,6,19,0.6629175950345755,0.35
20,No,Non-Travel,340,Maintenance,42,1,Dairy Science,1,562,3,Female,92,4,3,Dairy Lab Technician,1,Single,50982,17324,0,Yes,14,1,1,0,36,1,1,13,19,9,17,0.7930662762189187,0.55
22,No,Rarely,957,Production,6,1,Biotechnology,1,563,2,Female,64,2,2,Cold Storage Supervisor,4,Single,79720,8243,7,No,24,1,3,1,12,0,3,11,5,14,4,0.7496914762597975,0.4
32,No,Rarely,1129,Maintenance,20,1,Biotechnology,1,564,1,Male,146,3,1,Cold Storage Supervisor,4,Married,36746,11560,9,No,22,1,2,0,2,1,4,18,19,13,5,0.4172802113532144,0.4
47,No,Non-Travel,292,Farm Operations,24,3,Dairy Science,1,565,4,Female,90,3,2,Dairy Lab Technician,2,Divorced,48514,16684,1,Yes,19,3,2,1,36,5,4,28,19,2,19,0.5297895194978681,0.55
44,No,Rarely,438,Logistics,27,1,Biotechnology,1,566,2,Female,139,2,4,Logistics & Supply Chain Coordinator,4,Single,84889,10330,3,Yes,11,2,2,2,18,1,1,17,13,9,13,0.3639125180711668,0.35
52,No,Rarely,404,Quality Control,38,1,Logistics,1,567,4,Female,129,4,3,Maintenance Engineer,3,Single,23851,6923,1,Yes,18,2,2,0,27,4,2,14,9,9,11,0.8924049374666707,0.6
57,Yes,Non-Travel,759,Quality Control,8,1,Biotechnology,1,568,2,Male,85,4,1,Logistics & Supply Chain Coordinator,1,Single,39796,8467,1,No,14,3,4,1,18,0,2,28,17,10,3,0.3823545144821623,0.35
25,No,Rarely,444,Logistics,1,2,Biotechnology,1,569,4,Female,146,3,4,Milk Processing Operator,1,Married,96034,8076,9,Yes,17,1,3,0,16,1,3,28,8,3,6,0.4913831149945566,0.45
51,Yes,Rarely,1031,Production,49,3,Biotechnology,1,570,2,Female,133,4,2,Packaging Machine Operator,1,Single,82798,10001,2,Yes,22,3,4,0,17,5,2,0,11,5,10,0.6767902659270122,0.4
40,No,Frequently,1124,Production,49,3,Logistics,1,571,3,Male,126,3,3,Maintenance Engineer,3,Single,118388,17303,7,No,13,3,3,0,17,5,2,24,9,7,19,0.8132123687555433,0.6
35,No,Non-Travel,494,Maintenance,24,4,Biotechnology,1,572,4,Male,82,3,2,Cheese Production Technician,4,Single,82985,19699,3,No,23,2,2,2,22,3,1,25,18,12,1,0.2360329788469956,0.5
40,No,Frequently,839,Logistics,47,3,Logistics,1,573,2,Female,54,2,1,Packaging Machine Operator,1,Single,54592,18457,6,Yes,18,3,3,1,39,5,2,2,5,3,3,0.410713773218985,0.4
30,No,Rarely,1055,Production,7,2,Dairy Science,1,574,2,Female,127,3,1,Maintenance Engineer,3,Single,64845,10675,9,Yes,19,3,1,1,8,0,2,24,13,14,6,0.5982900935751223,0.6
56,Yes,Rarely,216,Logistics,19,3,Food Technology,1,575,3,Male,140,4,1,Logistics & Supply Chain Coordinator,2,Divorced,35930,14303,2,Yes,16,1,3,0,28,5,2,14,7,11,0,0.6328191569633284,0.35
55,No,Rarely,270,Farm Operations,22,2,Dairy Science,1,576,3,Female,136,4,1,Dairy Lab Technician,4,Divorced,41159,19933,9,Yes,11,4,1,1,28,4,4,3,13,8,14,0.2490192069499026,0.55
54,No,Frequently,1492,Quality Control,35,2,Food Technology,1,577,3,Male,63,1,1,Logistics & Supply Chain Coordinator,3,Single,115072,19743,2,Yes,12,1,1,2,1,2,4,14,10,7,19,0.6648551164894513,0.35
38,No,Frequently,504,Quality Control,30,3,Dairy Science,1,578,4,Female,117,4,2,Cheese Production Technician,4,Single,109788,17128,1,No,23,2,4,0,16,4,1,9,15,9,7,0.569645055926002,0.5
39,No,Rarely,1230,Quality Control,29,4,Food Technology,1,579,4,Female,132,1,1,Maintenance Engineer,2,Single,44003,8659,5,Yes,11,4,3,2,30,4,3,5,19,9,4,0.7793391655535011,0.6
37,Yes,Non-Travel,1016,Logistics,22,1,Food Technology,1,580,3,Female,96,3,1,Milk Processing Operator,3,Single,55139,7246,5,No,14,1,2,2,27,0,1,12,5,5,13,0.3555324233458105,0.45
33,No,Rarely,1326,Logistics,11,1,Mechanical Engineering,1,581,1,Female,103,4,3,Logistics & Supply Chain Coordinator,4,Married,72452,8967,0,No,11,3,3,1,38,0,3,6,14,6,17,0.3365188895153133,0.35
34,No,Rarely,1020,Maintenance,20,3,Food Technology,1,582,1,Female,53,2,1,Maintenance Engineer,3,Married,42205,8661,6,No,14,3,4,1,29,3,3,25,14,7,2,0.7553360553495689,0.6
50,No,Rarely,392,Quality Control,29,3,Food Technology,1,583,2,Male,143,2,3,Packaging Machine Operator,1,Married,116059,14416,3,No,22,4,1,0,34,5,2,29,13,1,1,0.6927083902577313,0.4
20,No,Rarely,728,Maintenance,41,2,Mechanical Engineering,1,584,1,Male,132,2,3,Cheese Production Technician,4,Divorced,76955,2510,2,No,18,4,1,2,19,3,2,21,11,4,15,0.7541713524043723,0.5
22,No,Frequently,370,Quality Control,42,3,Biotechnology,1,585,2,Female,144,3,3,Milk Processing Operator,3,Single,27464,10614,7,No,11,3,4,1,15,0,1,0,1,12,13,0.7473538987196555,0.45
35,No,Frequently,450,Maintenance,34,2,Biotechnology,1,586,4,Female,144,3,2,Maintenance Engineer,1,Married,102646,4432,1,No,18,2,4,0,33,5,1,21,7,6,15,0.2728004730813225,0.6
42,No,Rarely,1430,Maintenance,1,4,Mechanical Engineering,1,587,4,Female,58,1,2,Dairy Quality Analyst,2,Single,92657,3906,8,Yes,16,1,3,0,13,0,1,10,18,7,10,0.3950081331094056,0.55
30,No,Frequently,740,Farm Operations,31,3,Logistics,1,588,1,Male,102,2,4,Logistics & Supply Chain Coordinator,4,Single,29840,17554,7,Yes,16,3,1,1,25,0,4,13,13,4,16,0.3820595952955125,0.35
31,No,Rarely,615,Maintenance,30,1,Food Technology,1,589,4,Male,126,1,4,Cheese Production Technician,4,Divorced,60768,18448,7,No,23,1,4,2,19,2,4,5,4,2,2,0.8542110969917878,0.5
29,No,Frequently,993,Logistics,48,1,Food Technology,1,590,3,Male,127,1,3,Milk Processing Operator,2,Divorced,29461,6928,2,No,14,1,3,0,23,4,4,4,8,14,4,0.5412266018352418,0.45
51,Yes,Non-Travel,1367,Maintenance,18,3,Mechanical Engineering,1,591,3,Male,109,4,2,Milk Processing Operator,1,Married,40927,6710,3,No,17,1,3,1,17,3,4,18,12,5,2,0.2777399928900121,0.45
35,No,Rarely,224,Quality Control,17,2,Mechanical Engineering,1,592,1,Male,95,4,1,Cold Storage Supervisor,2,Married,109934,13540,1,No,16,1,2,0,8,3,4,25,8,4,14,0.4027045341510131,0.4
27,No,Frequently,867,Maintenance,38,1,Logistics,1,593,1,Male,103,2,4,Cheese Production Technician,4,Divorced,118622,8124,1,No,15,2,1,1,18,1,2,18,13,7,4,0.8103311539615299,0.5
57,No,Rarely,1296,Production,14,2,Biotechnology,1,594,2,Male,123,3,2,Milk Processing Operator,3,Divorced,35329,9837,3,No,11,2,3,0,19,2,3,26,4,8,2,0.7929464647157192,0.45
31,No,Rarely,831,Quality Control,23,3,Dairy Science,1,595,4,Male,144,4,1,Maintenance Engineer,1,Single,35791,17583,5,No,15,2,4,2,29,0,4,25,1,8,5,0.830237638408376,0.6
43,No,Rarely,1316,Production,25,3,Biotechnology,1,596,2,Female,86,3,1,Cold Storage Supervisor,1,Single,72627,19184,4,No,23,3,1,0,25,0,1,12,6,11,13,0.471970140915914,0.4
47,No,Frequently,704,Quality Control,15,1,Food Technology,1,597,2,Male,72,1,2,Packaging Machine Operator,1,Married,34372,8109,0,No,11,3,4,1,30,2,3,6,15,11,1,0.6489386730429976,0.4
27,No,Frequently,535,Logistics,46,3,Mechanical Engineering,1,598,3,Male,76,1,4,Maintenance Engineer,2,Married,112890,11909,9,No,10,3,4,1,34,5,4,7,10,5,17,0.3947217439127266,0.6
47,No,Rarely,624,Logistics,22,4,Logistics,1,599,3,Male,119,1,2,Logistics & Supply Chain Coordinator,2,Divorced,68469,8659,0,Yes,18,2,3,1,2,3,4,13,10,14,5,0.3265777318066617,0.35
55,No,Non-Travel,698,Logistics,3,4,Biotechnology,1,600,3,Male,139,1,4,Cheese Production Technician,3,Married,107073,3238,5,No,22,1,3,2,39,0,2,18,11,3,4,0.2153307531484575,0.5
45,No,Frequently,1146,Production,19,1,Logistics,1,601,3,Female,115,2,3,Logistics & Supply Chain Coordinator,3,Single,54370,17064,2,Yes,14,2,2,1,28,1,2,18,12,3,13,0.3564086647825446,0.35
27,No,Non-Travel,829,Farm Operations,44,4,Biotechnology,1,602,2,Male,110,1,2,Farm Liaison Officer,1,Divorced,71408,7620,2,Yes,19,3,4,1,5,3,2,22,7,8,16,0.623061895824591,0.3
47,No,Frequently,1422,Quality Control,34,2,Food Technology,1,603,3,Female,126,4,2,Farm Liaison Officer,3,Single,110941,3486,6,No,19,4,3,2,0,4,4,25,15,3,10,0.8329472195247549,0.3
47,No,Frequently,917,Logistics,35,1,Dairy Science,1,604,4,Female,100,1,4,Cheese Production Technician,2,Divorced,43703,6681,0,Yes,13,3,2,1,23,2,2,11,0,7,0,0.2933943872508092,0.5
56,No,Rarely,538,Quality Control,1,1,Logistics,1,605,3,Female,99,3,4,Packaging Machine Operator,3,Divorced,35234,13490,0,No,21,1,1,1,37,3,4,22,12,8,9,0.8426080926758093,0.4
55,No,Rarely,858,Production,21,2,Logistics,1,606,3,Male,68,4,2,Cold Storage Supervisor,2,Single,27532,6470,9,Yes,20,2,2,2,33,4,3,26,10,4,8,0.4417696644102049,0.4
46,Yes,Non-Travel,1161,Farm Operations,29,4,Dairy Science,1,607,3,Male,50,3,1,Dairy Quality Analyst,3,Married,55416,13723,2,No,17,4,2,0,6,1,3,8,3,12,19,0.4987798853300245,0.55
36,No,Rarely,628,Production,6,4,Logistics,1,608,1,Male,89,3,1,Milk Processing Operator,4,Married,92439,15888,7,Yes,24,4,4,1,10,5,4,13,3,5,11,0.4554849783281227,0.45
28,Yes,Non-Travel,1098,Quality Control,37,4,Logistics,1,609,4,Female,81,2,1,Dairy Quality Analyst,2,Married,38242,9177,0,No,14,1,1,0,10,2,1,5,14,2,0,0.4860256979437927,0.55
52,No,Frequently,338,Farm Operations,1,1,Biotechnology,1,610,4,Female,71,2,3,Farm Liaison Officer,4,Married,70254,15201,9,Yes,23,2,4,2,35,5,4,14,2,11,17,0.3814352044313657,0.3
39,Yes,Rarely,1141,Farm Operations,1,1,Biotechnology,1,611,2,Female,142,3,3,Farm Liaison Officer,2,Single,99324,7441,3,No,16,4,4,1,19,0,3,12,18,4,11,0.689023274818007,0.3
32,No,Rarely,741,Production,27,4,Dairy Science,1,612,2,Female,115,3,4,Packaging Machine Operator,3,Divorced,55249,13719,8,No,12,3,2,1,15,5,3,6,1,4,1,0.7307281771891168,0.4
47,No,Rarely,256,Logistics,21,3,Food Technology,1,613,3,Male,89,1,3,Dairy Quality Analyst,4,Single,115049,7397,3,No,24,1,2,2,4,0,4,10,5,14,0,0.7761790235965853,0.55
48,No,Non-Travel,1455,Quality Control,16,4,Logistics,1,614,1,Male,87,4,1,Dairy Quality Analyst,3,Married,105078,3621,9,Yes,17,4,3,1,23,4,4,9,7,13,0,0.438902708351977,0.55
32,Yes,Rarely,857,Maintenance,44,2,Food Technology,1,615,2,Male,97,1,2,Cold Storage Supervisor,2,Married,52294,19945,7,Yes,17,1,2,0,29,3,4,0,16,1,0,0.7352388237194563,0.4
54,Yes,Rarely,634,Maintenance,40,1,Dairy Science,1,616,2,Female,104,2,3,Packaging Machine Operator,4,Single,79784,19800,6,Yes,12,2,3,0,29,1,3,6,4,9,11,0.6463727502337706,0.4
25,No,Rarely,583,Production,26,2,Dairy Science,1,617,3,Female,124,2,3,Packaging Machine Operator,1,Divorced,23684,6190,2,No,18,2,4,2,38,4,1,17,1,5,6,0.870541260788275,0.4
37,No,Rarely,759,Quality Control,16,2,Biotechnology,1,618,3,Male,130,1,1,Cheese Production Technician,3,Single,43795,7054,6,No,23,2,2,1,36,1,4,22,11,8,3,0.4973496166889833,0.5
24,No,Rarely,393,Quality Control,28,1,Logistics,1,619,2,Male,104,4,3,Logistics & Supply Chain Coordinator,2,Single,80301,3130,6,No,17,3,1,1,32,5,3,2,4,10,19,0.8946168095183482,0.35
44,No,Rarely,733,Production,1,3,Mechanical Engineering,1,620,2,Female,100,3,4,Packaging Machine Operator,4,Single,89187,16071,9,Yes,10,4,1,2,19,1,4,8,9,14,3,0.71827582100551,0.4
21,No,Non-Travel,717,Quality Control,36,4,Dairy Science,1,621,4,Male,109,1,2,Packaging Machine Operator,3,Divorced,30431,13936,2,No,17,2,4,0,21,5,3,28,8,6,14,0.7433944284712981,0.4
29,Yes,Rarely,915,Logistics,10,2,Logistics,1,622,1,Male,57,2,1,Maintenance Engineer,4,Single,95667,4118,1,No,21,3,4,0,20,1,4,4,19,13,0,0.2179934020767627,0.6
49,No,Rarely,950,Production,43,1,Food Technology,1,623,4,Female,135,4,4,Dairy Lab Technician,3,Single,109627,2663,8,Yes,20,2,2,2,36,2,3,22,7,7,5,0.5481788459352674,0.55
24,No,Rarely,384,Logistics,17,2,Biotechnology,1,624,2,Female,117,2,1,Dairy Quality Analyst,3,Married,110381,17735,0,No,24,2,3,1,26,4,4,23,0,1,13,0.5698356986184177,0.55
52,No,Rarely,491,Quality Control,23,4,Food Technology,1,625,4,Female,124,4,4,Milk Processing Operator,3,Single,110027,11763,6,No,13,4,2,0,37,2,2,12,5,10,13,0.2284200713444197,0.45
20,No,Non-Travel,931,Production,7,3,Dairy Science,1,626,4,Male,121,4,2,Dairy Quality Analyst,4,Married,75372,19907,3,Yes,15,3,3,1,34,3,4,15,10,12,9,0.4184918564433885,0.55
37,No,Frequently,315,Quality Control,44,3,Dairy Science,1,627,2,Female,58,4,2,Cheese Production Technician,4,Married,90366,10053,1,Yes,23,2,2,0,37,3,3,15,2,13,6,0.8689509264394573,0.5
51,No,Rarely,1024,Production,7,3,Food Technology,1,628,3,Male,139,1,4,Cheese Production Technician,3,Married,114176,19371,1,Yes,22,3,1,1,39,0,4,11,14,8,11,0.4982780054520949,0.5
30,No,Frequently,1272,Quality Control,44,1,Dairy Science,1,629,2,Male,51,1,4,Cheese Production Technician,1,Divorced,92870,5845,7,No,19,3,1,0,5,0,1,17,10,2,18,0.3306913891908152,0.5
40,Yes,Rarely,884,Logistics,15,1,Logistics,1,630,3,Female,129,1,4,Logistics & Supply Chain Coordinator,1,Married,67387,15496,6,Yes,18,2,3,1,31,0,4,10,4,9,8,0.5593370949184857,0.35
45,Yes,Rarely,281,Logistics,34,3,Dairy Science,1,631,2,Male,144,4,4,Milk Processing Operator,1,Single,72927,8301,6,Yes,14,2,2,2,15,3,4,16,15,4,2,0.2236359040543256,0.45
44,Yes,Non-Travel,1033,Quality Control,46,4,Biotechnology,1,632,2,Female,119,4,4,Cold Storage Supervisor,2,Single,29304,13885,4,No,16,1,4,0,27,1,4,6,6,13,3,0.5611920899796001,0.4
41,No,Frequently,532,Production,45,4,Logistics,1,633,2,Female,134,2,4,Logistics & Supply Chain Coordinator,1,Married,37032,18482,9,Yes,22,4,3,2,15,5,1,14,5,6,12,0.6159878142210615,0.35
46,No,Non-Travel,756,Maintenance,4,1,Mechanical Engineering,1,634,1,Male,139,3,2,Cheese Production Technician,4,Married,111291,4288,7,Yes,24,2,1,0,26,1,1,5,8,3,9,0.4503860537871044,0.5
32,No,Rarely,534,Logistics,14,3,Dairy Science,1,635,3,Male,108,1,4,Logistics & Supply Chain Coordinator,1,Single,79486,9796,1,No,10,1,3,0,2,4,1,5,6,6,13,0.7338033386654916,0.35
52,No,Frequently,731,Logistics,14,4,Dairy Science,1,636,1,Female,68,4,3,Cold Storage Supervisor,4,Married,85552,9263,1,Yes,18,4,2,0,20,3,2,17,2,7,5,0.2949998539007037,0.4
53,No,Rarely,420,Maintenance,16,4,Biotechnology,1,637,2,Female,77,2,2,Dairy Lab Technician,2,Divorced,93844,14777,4,No,23,2,4,1,37,5,1,18,10,14,7,0.8147283869164876,0.55
54,No,Rarely,834,Quality Control,7,4,Biotechnology,1,638,4,Female,121,2,1,Milk Processing Operator,4,Married,49654,10770,0,No,15,3,4,0,37,5,2,19,11,12,18,0.8688114372732942,0.45
20,No,Non-Travel,522,Production,32,1,Food Technology,1,639,1,Female,63,2,2,Logistics & Supply Chain Coordinator,4,Divorced,59244,9385,5,No,20,4,3,2,29,5,4,18,10,9,9,0.200864167222022,0.35
40,No,Rarely,202,Quality Control,19,3,Food Technology,1,640,3,Female,73,1,1,Milk Processing Operator,4,Divorced,25942,16862,3,No,13,3,2,1,21,0,2,1,1,13,4,0.7899051620302115,0.45
